port,name,description,wellknown,common
2075,newlixengine,Newlix ServerWare Engine,0,0
2076,newlixconfig,Newlix JSPConfig,0,0
2077,tsrmagt,Old Tivoli Storage Manager,0,0
2078,tpcsrvr,IBM Total Productivity Center Server,0,0
2079,idware-router,IDWARE Router Port,0,0
2080,autodesk-nlm,Autodesk NLM (FLEXlm),0,0
2081,kme-trap-port,KME PRINTER TRAP PORT,0,0
2082,infowave,Infowave Mobility Server,0,0
2083,radsec,Secure Radius Service,0,0
2084,sunclustergeo,SunCluster Geographic,0,0
2085,ada-cip,ADA Control,0,0
2086,gnunet,GNUnet,0,0
2087,eli,ELI - Event Logging Integration,0,0
2088,ip-blf,IP Busy Lamp Field,0,0
2089,sep,Security Encapsulation Protocol - SEP,0,0
2090,lrp,Load Report Protocol,0,0
2091,prp,PRP,0,0
2092,descent3,Descent 3,0,0
2093,nbx-cc,NBX CC,0,0
2094,nbx-au,NBX AU,0,0
2095,nbx-ser,NBX SER,0,0
2096,nbx-dir,NBX DIR,0,0
2097,jetformpreview,Jet Form Preview,0,0
2098,dialog-port,Dialog Port,0,0
2099,h2250-annex-g,H.225.0 Annex G Signalling,0,1
2100,amiganetfs,Amiga Network Filesystem,0,1
2101,rtcm-sc104,rtcm-sc104,0,0
2102,zephyr-srv,Zephyr server,0,0
2103,zephyr-clt,Zephyr serv-hm connection,0,1
2104,zephyr-hm,Zephyr hostmanager,0,0
2105,minipay,MiniPay,0,1
2106,mzap,MZAP,0,1
2107,bintec-admin,BinTec Admin,0,1
2108,comcam,Comcam,0,0
2109,ergolight,Ergolight,0,0
2110,umsp,UMSP,0,0
2111,dsatp,OPNET Dynamic Sampling Agent Transaction Protocol,0,1
2112,idonix-metanet,Idonix MetaNet,0,0
2113,hsl-storm,HSL StoRM,0,0
2114,ariascribe,Classical Music Meta-Data Access and Enhancement,0,0
2115,kdm,Key Distribution Manager,0,0
2116,ccowcmr,CCOWCMR,0,0
2117,mentaclient,MENTACLIENT,0,0
2118,mentaserver,MENTASERVER,0,0
2119,gsigatekeeper,GSIGATEKEEPER,0,1
2120,qencp,Quick Eagle Networks CP,0,0
2121,scientia-ssdb,SCIENTIA-SSDB,0,1
2122,caupc-remote,CauPC Remote Control,0,0
2123,gtp-control,GTP-Control Plane (3GPP),0,0
2124,elatelink,ELATELINK,0,0
2125,lockstep,LOCKSTEP,0,0
2126,pktcable-cops,PktCable-COPS,0,1
2127,index-pc-wb,INDEX-PC-WB,0,0
2128,net-steward,Net Steward Control,0,0
2129,cs-live,cs-live.com,0,0
2130,xds,XDS,0,0
2131,avantageb2b,Avantageb2b,0,0
2132,solera-epmap,SoleraTec End Point Map,0,0
2133,zymed-zpp,ZYMED-ZPP,0,0
2134,avenue,AVENUE,0,0
2135,gris,Grid Resource Information Server,0,1
2136,appworxsrv,APPWORXSRV,0,0
2137,connect,CONNECT,0,0
2138,unbind-cluster,UNBIND-CLUSTER,0,0
2139,ias-auth,IAS-AUTH,0,0
2140,ias-reg,IAS-REG,0,0
2141,ias-admind,IAS-ADMIND,0,0
2142,tdmoip,TDM OVER IP,0,0
2143,lv-jc,Live Vault Job Control,0,0
2144,lv-ffx,Live Vault Fast Object Transfer,0,1
2145,lv-pici,Live Vault Remote Diagnostic Console Support,0,0
2146,lv-not,Live Vault Admin Event Notification,0,0
2147,lv-auth,Live Vault Authentication,0,0
2148,veritas-ucl,VERITAS UNIVERSAL COMMUNICATION LAYER,0,0
2149,acptsys,ACPTSYS,0,0
2150,dynamic3d,DYNAMIC3D,0,0
2151,docent,DOCENT,0,0
2152,gtp-user,GTP-User Plane (3GPP),0,0
2153,ctlptc,Control Protocol,0,0
2154,stdptc,Standard Protocol,0,0
2155,brdptc,Bridge Protocol,0,0
2156,trp,Talari Reliable Protocol,0,0
2157,xnds,Xerox Network Document Scan Protocol,0,0
2158,touchnetplus,TouchNetPlus Service,0,0
2159,gdbremote,GDB Remote Debug Port,0,0
2160,apc-2160,APC 2160,0,1
2161,apc-2161,APC 2161,0,1
2162,navisphere,Navisphere,0,0
2163,navisphere-sec,Navisphere Secure,0,0
2164,ddns-v3,Dynamic DNS Version 3,0,0
2165,x-bone-api,X-Bone API,0,0
2166,iwserver,iwserver,0,0
2167,raw-serial,Raw Async Serial Link,0,0
2168,easy-soft-mux,easy-soft Multiplexer,0,0
2169,brain,Backbone for Academic Information Notification (BRAIN),0,0
2170,eyetv,EyeTV Server Port,0,1
2171,msfw-storage,MS Firewall Storage,0,0
2172,msfw-s-storage,MS Firewall SecureStorage,0,0
2173,msfw-replica,MS Firewall Replication,0,0
2174,msfw-array,MS Firewall Intra Array,0,0
2175,airsync,Microsoft Desktop AirSync Protocol,0,0
2176,rapi,Microsoft ActiveSync Remote API,0,0
2177,qwave,qWAVE Bandwidth Estimate,0,0
2178,bitspeer,Peer Services for BITS,0,0
2179,vmrdp,Microsoft RDP for virtual machines,0,1
2180,mc-gt-srv,Millicent Vendor Gateway Server,0,0
2181,eforward,eforward,0,0
2182,cgn-stat,CGN status,0,0
2183,cgn-config,Code Green configuration,0,0
2184,nvd,NVD User,0,0
2185,onbase-dds,OnBase Distributed Disk Services,0,0
2186,gtaua,Guy-Tek Automated Update Applications,0,0
2187,ssmc,Sepehr System Management Control,0,0
2188,radware-rpm,Radware Resource Pool Manager,0,0
2189,radware-rpm-s,Secure Radware Resource Pool Manager,0,0
2190,tivoconnect,TiVoConnect Beacon,0,1
2191,tvbus,TvBus Messaging,0,1
2192,asdis,ASDIS software management,0,0
2193,drwcs,Dr.Web Enterprise Management Service,0,0
2197,mnp-exchange,MNP data exchange,0,0
2198,onehome-remote,OneHome Remote Access,0,0
2199,onehome-help,OneHome Service Port,0,0
2200,reserved,Reserved,0,1
2201,ats,Advanced Training System Program,0,0
2202,imtc-map,Int. Multimedia Teleconferencing Cosortium,0,0
2203,b2-runtime,b2 Runtime Protocol,0,0
2204,b2-license,b2 License Server,0,0
2205,jps,Java Presentation Server,0,0
2206,hpocbus,HP OpenCall bus,0,0
2207,hpssd,HP Status and Services,0,0
2208,hpiod,HP I/O Backend,0,0
2209,rimf-ps,HP RIM for Files Portal Service,0,0
2210,noaaport,NOAAPORT Broadcast Network,0,0
2211,emwin,EMWIN,0,0
2212,leecoposserver,LeeCO POS Server Service,0,0
2213,kali,Kali,0,0
2214,rpi,RDQ Protocol Interface,0,0
2215,ipcore,IPCore.co.za GPRS,0,0
2216,vtu-comms,VTU data service,0,0
2217,gotodevice,GoToDevice Device Management,0,0
2218,bounzza,Bounzza IRC Proxy,0,0
2219,netiq-ncap,NetIQ NCAP Protocol,0,0
2220,netiq,NetIQ End2End,0,0
2221,ethernet-ip-s,EtherNet/IP over TLS,0,0
2222,EtherNet/IP-1,EtherNet/IP I/O,0,1
2223,rockwell-csp2,Rockwell CSP2,0,0
2224,efi-mg,Easy Flexible Internet/Multiplayer Games,0,0
2225,rcip-itu,Resource Connection Initiation Protocol,0,0
2226,di-drm,Digital Instinct DRM,0,0
2227,di-msg,DI Messaging Service,0,0
2228,ehome-ms,eHome Message Server,0,0
2229,datalens,DataLens Service,0,0
2230,queueadm,MetaSoft Job Queue Administration Service,0,0
2231,wimaxasncp,WiMAX ASN Control Plane Protocol,0,0
2232,ivs-video,IVS Video default,0,0
2233,infocrypt,INFOCRYPT,0,0
2234,directplay,DirectPlay,0,0
2235,sercomm-wlink,Sercomm-WLink,0,0
2236,nani,Nani,0,0
2237,optech-port1-lm,Optech Port1 License Manager,0,0
2238,aviva-sna,AVIVA SNA SERVER,0,0
2239,imagequery,Image Query,0,0
2240,recipe,RECIPe,0,0
2241,ivsd,IVS Daemon,0,0
2242,foliocorp,Folio Remote Server,0,0
2243,magicom,Magicom Protocol,0,0
2244,nmsserver,NMS Server,0,0
2245,hao,HaO,0,0
2246,pc-mta-addrmap,PacketCable MTA Addr Map,0,0
2247,antidotemgrsvr,Antidote Deployment Manager Service,0,0
2248,ums,User Management Service,0,0
2249,rfmp,RISO File Manager Protocol,0,0
2250,remote-collab,remote-collab,0,0
2251,dif-port,Distributed Framework Port,0,1
2252,njenet-ssl,NJENET using SSL,0,0
2253,dtv-chan-req,DTV Channel Request,0,0
2254,seispoc,Seismic P.O.C. Port,0,0
2255,vrtp,VRTP - ViRtue Transfer Protocol,0,0
2256,pcc-mfp,PCC MFP,0,0
2257,simple-tx-rx,simple text/file transfer,0,0
2258,rcts,Rotorcraft Communications Test System,0,0
2260,apc-2260,APC 2260,0,1
2261,comotionmaster,CoMotion Master Server,0,0
2262,comotionback,CoMotion Backup Server,0,0
2263,ecwcfg,ECweb Configuration Service,0,0
2264,apx500api-1,Audio Precision Apx500 API Port 1,0,0
2265,apx500api-2,Audio Precision Apx500 API Port 2,0,0
2266,mfserver,M-Files Server,0,0
2267,ontobroker,OntoBroker,0,0
2268,amt,AMT,0,0
2269,mikey,MIKEY,0,0
2270,starschool,starSchool,0,0
2271,mmcals,Secure Meeting Maker Scheduling,0,0
2272,mmcal,Meeting Maker Scheduling,0,0
2273,mysql-im,MySQL Instance Manager,0,0
2274,pcttunnell,PCTTunneller,0,0
2275,ibridge-data,iBridge Conferencing,0,0
2276,ibridge-mgmt,iBridge Management,0,0
2277,bluectrlproxy,Bt device control proxy,0,0
2278,s3db,Simple Stacked Sequences Database,0,0
2279,xmquery,xmquery,0,0
2280,lnvpoller,LNVPOLLER,0,0
2281,lnvconsole,LNVCONSOLE,0,0
2282,lnvalarm,LNVALARM,0,0
2283,lnvstatus,LNVSTATUS,0,0
2284,lnvmaps,LNVMAPS,0,0
2285,lnvmailmon,LNVMAILMON,0,0
2286,nas-metering,NAS-Metering,0,0
2287,dna,DNA,0,0
2288,netml,NETML,0,1
2289,dict-lookup,Lookup dict server,0,0
2290,sonus-logging,Sonus Logging Services,0,0
2291,eapsp,EPSON Advanced Printer Share Protocol,0,0
2292,mib-streaming,Sonus Element Management Services,0,0
2293,npdbgmngr,Network Platform Debug Manager,0,0
2294,konshus-lm,Konshus License Manager (FLEX),0,0
2295,advant-lm,Advant License Manager,0,0
2296,theta-lm,Theta License Manager (Rainbow),0,0
2297,d2k-datamover1,D2K DataMover 1,0,0
2298,d2k-datamover2,D2K DataMover 2,0,0
2299,pc-telecommute,PC Telecommute,0,0
2300,cvmmon,CVMMON,0,0
2301,cpq-wbem,Compaq HTTP,0,1
2302,binderysupport,Bindery Support,0,0
2303,proxy-gateway,Proxy Gateway,0,0
2304,attachmate-uts,Attachmate UTS,0,0
2305,mt-scaleserver,MT ScaleServer,0,0
2306,tappi-boxnet,TAPPI BoxNet,0,0
2307,pehelp,pehelp,0,0
2308,sdhelp,sdhelp,0,0
2309,sdserver,SD Server,0,0
2310,sdclient,SD Client,0,0
2311,messageservice,Message Service,0,0
2312,wanscaler,WANScaler Communication Service,0,0
2313,iapp,IAPP (Inter Access Point Protocol),0,0
2314,cr-websystems,CR WebSystems,0,0
2315,precise-sft,Precise Sft.,0,0
2316,sent-lm,SENT License Manager,0,0
2317,attachmate-g32,Attachmate G32,0,0
2318,cadencecontrol,Cadence Control,0,0
2319,infolibria,InfoLibria,0,0
2320,siebel-ns,Siebel NS,0,0
2321,rdlap,RDLAP,0,0
2322,ofsd,ofsd,0,0
2323,3d-nfsd,3d-nfsd,0,1
2324,cosmocall,Cosmocall,0,0
2325,ansysli,ANSYS Licensing Interconnect,0,0
2326,idcp,IDCP,0,0
2327,xingcsm,xingcsm,0,0
2328,netrix-sftm,Netrix SFTM,0,0
2329,nvd,NVD,0,0
2330,tscchat,TSCCHAT,0,0
2331,agentview,AGENTVIEW,0,0
2332,rcc-host,RCC Host,0,0
2333,snapp,SNAPP,0,0
2334,ace-client,ACE Client Auth,0,0
2335,ace-proxy,ACE Proxy,0,0
2336,appleugcontrol,Apple UG Control,0,0
2337,ideesrv,ideesrv,0,0
2338,norton-lambert,Norton Lambert,0,0
2339,3com-webview,3Com WebView,0,0
2340,wrs_registry,WRS Registry,0,0
2341,xiostatus,XIO Status,0,0
2342,manage-exec,Seagate Manage Exec,0,0
2343,nati-logos,nati logos,0,0
2344,fcmsys,fcmsys,0,0
2345,dbm,dbm,0,0
2346,redstorm_join,Game Connection Port,0,0
2347,redstorm_find,Game Announcement and Location,0,0
2348,redstorm_info,Information to query for game status,0,0
2349,redstorm_diag,Diagnostics Port,0,0
2350,psbserver,Pharos Booking Server,0,0
2351,psrserver,psrserver,0,0
2352,pslserver,pslserver,0,0
2353,pspserver,pspserver,0,0
2354,psprserver,psprserver,0,0
2355,psdbserver,psdbserver,0,0
2356,gxtelmd,GXT License Managemant,0,0
2357,unihub-server,UniHub Server,0,0
2358,futrix,Futrix,0,0
2359,flukeserver,FlukeServer,0,0
2360,nexstorindltd,NexstorIndLtd,0,0
2361,tl1,TL1,0,0
2362,digiman,digiman,0,0
2363,mediacntrlnfsd,Media Central NFSD,0,0
2364,oi-2000,OI-2000,0,0
2365,dbref,dbref,0,0
2366,qip-login,qip-login,0,1
2367,service-ctrl,Service Control,0,0
2368,opentable,OpenTable,0,0
2370,l3-hbmon,L3-HBMon,0,0
2371,rda,Remote Device Access,0,0
2372,lanmessenger,LanMessenger,0,0
2373,remographlm,Remograph License Manager,0,0
2374,hydra,Hydra RPC,0,0
2375,docker,Docker REST API (plain text),0,0
2376,docker-s,Docker REST API (ssl),0,0
2377,swarm,RPC interface for Docker Swarm,0,0
2378,reserved,Reserved,0,0
2379,etcd-client,etcd client communication,0,0
2380,etcd-server,etcd server to server communication,0,0
2381,compaq-https,Compaq HTTPS,0,1
2382,ms-olap3,Microsoft OLAP,0,1
2383,ms-olap4,Microsoft OLAP,0,1
2384,sd-request,SD-REQUEST,0,0
2385,sd-data,SD-DATA,0,0
2386,virtualtape,Virtual Tape,0,0
2387,vsamredirector,VSAM Redirector,0,0
2388,mynahautostart,MYNAH AutoStart,0,0
2389,ovsessionmgr,OpenView Session Mgr,0,0
2390,rsmtp,RSMTP,0,0
2391,3com-net-mgmt,3COM Net Management,0,0
2392,tacticalauth,Tactical Auth,0,0
2393,ms-olap1,MS OLAP 1,0,1
2394,ms-olap2,MS OLAP 2,0,1
2395,lan900_remote,LAN900 Remote,0,0
2396,wusage,Wusage,0,0
2397,ncl,NCL,0,0
2398,orbiter,Orbiter,0,0
2399,fmpro-fdal,"FileMaker",0,1
2400,opequus-server,OpEquus Server,0,0
2401,cvspserver,cvspserver,0,1
2402,taskmaster2000,TaskMaster 2000 Server,0,0
2403,taskmaster2000,TaskMaster 2000 Web,0,0
2404,iec-104,IEC 60870-5-104 process control over IP,0,0
2405,trc-netpoll,TRC Netpoll,0,0
2406,jediserver,JediServer,0,0
2407,orion,Orion,0,0
2408,railgun-webaccl,CloudFlare Railgun Web Acceleration Protocol,0,0
2409,sns-protocol,SNS Protocol,0,0
2410,vrts-registry,VRTS Registry,0,0
2411,netwave-ap-mgmt,Netwave AP Management,0,0
2412,cdn,CDN,0,0
2413,orion-rmi-reg,orion-rmi-reg,0,0
2414,beeyond,Beeyond,0,0
2415,codima-rtp,Codima Remote Transaction Protocol,0,0
2416,rmtserver,RMT Server,0,0
2417,composit-server,Composit Server,0,0
2418,cas,cas,0,0
2419,attachmate-s2s,Attachmate S2S,0,0
2420,dslremote-mgmt,DSL Remote Management,0,0
2421,g-talk,G-Talk,0,0
2422,crmsbits,CRMSBITS,0,0
2423,rnrp,RNRP,0,0
2424,kofax-svr,KOFAX-SVR,0,0
2425,fjitsuappmgr,Fujitsu App Manager,0,0
2426,vcmp,VeloCloud MultiPath Protocol,0,0
2427,mgcp-gateway,Media Gateway Control Protocol Gateway,0,0
2428,ott,One Way Trip Time,0,0
2429,ft-role,FT-ROLE,0,0
2430,venus,venus,0,0
2431,venus-se,venus-se,0,0
2432,codasrv,codasrv,0,0
2433,codasrv-se,codasrv-se,0,0
2434,pxc-epmap,pxc-epmap,0,0
2435,optilogic,OptiLogic,0,0
2436,topx,TOP/X,0,0
2437,unicontrol,UniControl,0,0
2438,msp,MSP,0,0
2439,sybasedbsynch,SybaseDBSynch,0,0
2440,spearway,Spearway Lockers,0,0
2441,pvsw-inet,Pervasive I*net Data Server,0,0
2442,netangel,Netangel,0,0
2443,powerclientcsf,PowerClient Central Storage Facility,0,0
2444,btpp2sectrans,BT PP2 Sectrans,0,0
2445,dtn1,DTN1,0,0
2446,bues_service,bues_service,0,0
2447,ovwdb,OpenView NNM daemon,0,0
2448,hpppssvr,hpppsvr,0,0
2449,ratl,RATL,0,0
2450,netadmin,netadmin,0,0
2451,netchat,netchat,0,0
2452,snifferclient,SnifferClient,0,0
2453,madge-ltd,madge ltd,0,0
2454,indx-dds,IndX-DDS,0,0
2455,wago-io-system,WAGO-IO-SYSTEM,0,0
2456,altav-remmgt,altav-remmgt,0,0
2457,rapido-ip,Rapido_IP,0,0
2458,griffin,griffin,0,0
2459,xrpl,Community,0,0
2460,ms-theater,ms-theater,0,0
2461,qadmifoper,qadmifoper,0,0
2462,qadmifevent,qadmifevent,0,0
2463,lsi-raid-mgmt,LSI RAID Management,0,0
2464,direcpc-si,DirecPC SI,0,0
2465,lbm,Load Balance Management,0,0
2466,lbf,Load Balance Forwarding,0,0
2467,high-criteria,High Criteria,0,0
2468,qip-msgd,qip_msgd,0,0
2469,mti-tcs-comm,MTI-TCS-COMM,0,0
2470,taskman-port,taskman port,0,0
2471,seaodbc,SeaODBC,0,0
2472,c3,C3,0,0
2473,aker-cdp,Aker-cdp,0,0
2474,vitalanalysis,Vital Analysis,0,0
2475,ace-server,ACE Server,0,0
2476,ace-svr-prop,ACE Server Propagation,0,0
2477,ssm-cvs,SecurSight Certificate Valifation Service,0,0
2478,ssm-cssps,SecurSight Authentication Server (SSL),0,0
2479,ssm-els,SecurSight Event Logging Server (SSL),0,0
2480,powerexchange,Informatica PowerExchange Listener,0,0
2481,giop,Oracle GIOP,0,0
2482,giop-ssl,Oracle GIOP SSL,0,0
2483,ttc,Oracle TTC,0,0
2484,ttc-ssl,Oracle TTC SSL,0,0
2485,netobjects1,Net Objects1,0,0
2486,netobjects2,Net Objects2,0,0
2487,pns,Policy Notice Service,0,0
2488,moy-corp,Moy Corporation,0,0
2489,tsilb,TSILB,0,0
2490,qip-qdhcp,qip_qdhcp,0,0
2491,conclave-cpp,Conclave CPP,0,0
2492,groove,GROOVE,0,1
2493,talarian-mqs,Talarian MQS,0,0
2494,bmc-ar,BMC AR,0,0
2495,fast-rem-serv,Fast Remote Services,0,0
2496,dirgis,DIRGIS,0,0
2497,quaddb,Quad DB,0,0
2498,odn-castraq,ODN-CasTraq,0,0
2499,unicontrol,UniControl,0,0
2500,rtsserv,Resource Tracking system server,0,1
2501,rtsclient,Resource Tracking system client,0,0
2502,kentrox-prot,Kentrox Protocol,0,0
2503,nms-dpnss,NMS-DPNSS,0,0
2504,wlbs,WLBS,0,0
2505,ppcontrol,PowerPlay Control,0,0
2506,jbroker,jbroker,0,0
2507,spock,spock,0,0
2508,jdatastore,JDataStore,0,0
2509,fjmpss,fjmpss,0,0
2510,fjappmgrbulk,fjappmgrbulk,0,0
2511,metastorm,Metastorm,0,0
2512,citrixima,Citrix IMA,0,0
2513,citrixadmin,Citrix ADMIN,0,0
2514,facsys-ntp,Facsys NTP,0,0
2515,facsys-router,Facsys Router,0,0
2516,maincontrol,Main Control,0,0
2517,call-sig-trans,H.323 Annex E Call Control Signalling Transport,0,0
2518,willy,Willy,0,0
2519,globmsgsvc,globmsgsvc,0,0
2520,pvsw,Pervasive Listener,0,0
2521,adaptecmgr,Adaptec Manager,0,0
2522,windb,WinDb,0,1
2523,qke-llc-v3,Qke LLC V.3,0,0
2524,optiwave-lm,Optiwave License Management,0,0
2525,ms-v-worlds,MS V-Worlds,0,1
2526,ema-sent-lm,EMA License Manager,0,0
2527,iqserver,IQ Server,0,0
2528,ncr_ccl,NCR CCL,0,0
2529,utsftp,UTS FTP,0,0
2530,vrcommerce,VR Commerce,0,0
2531,ito-e-gui,ITO-E GUI,0,0
2532,ovtopmd,OVTOPMD,0,0
2533,snifferserver,SnifferServer,0,0
2534,combox-web-acc,Combox Web Access,0,0
2535,madcap,MADCAP,0,0
2536,btpp2audctr1,btpp2audctr1,0,0
2537,upgrade,Upgrade Protocol,0,0
2538,vnwk-prapi,vnwk-prapi,0,0
2539,vsiadmin,VSI Admin,0,0
2540,lonworks,LonWorks,0,0
2541,lonworks2,LonWorks2,0,0
2542,udrawgraph,uDraw(Graph),0,0
2543,reftek,REFTEK,0,0
2544,novell-zen,Management Daemon Refresh,0,0
2545,sis-emt,sis-emt,0,0
2546,vytalvaultbrtp,vytalvaultbrtp,0,0
2547,vytalvaultvsmp,vytalvaultvsmp,0,0
2548,vytalvaultpipe,vytalvaultpipe,0,0
2549,ipass,IPASS,0,0
2550,ads,ADS,0,0
2551,isg-uda-server,ISG UDA Server,0,0
2552,call-logging,Call Logging,0,0
2553,efidiningport,efidiningport,0,0
2554,vcnet-link-v10,VCnet-Link v10,0,0
2555,compaq-wcp,Compaq WCP,0,0
2556,nicetec-nmsvc,nicetec-nmsvc,0,0
2557,nicetec-mgmt,nicetec-mgmt,0,1
2558,pclemultimedia,PCLE Multi Media,0,0
2559,lstp,LSTP,0,0
2560,labrat,labrat,0,0
2561,mosaixcc,MosaixCC,0,0
2562,delibo,Delibo,0,0
2563,cti-redwood,CTI Redwood,0,0
2564,hp-3000-telnet,HP 3000 NS/VT block mode telnet,0,0
2565,coord-svr,Coordinator Server,0,0
2566,pcs-pcw,pcs-pcw,0,0
2567,clp,Cisco Line Protocol,0,0
2568,spamtrap,SPAM TRAP,0,0
2569,sonuscallsig,Sonus Call Signal,0,0
2570,hs-port,HS Port,0,0
2571,cecsvc,CECSVC,0,0
2572,ibp,IBP,0,0
2573,trustestablish,Trust Establish,0,0
2574,blockade-bpsp,Blockade BPSP,0,0
2575,hl7,HL7,0,0
2576,tclprodebugger,TCL Pro Debugger,0,0
2577,scipticslsrvr,Scriptics Lsrvr,0,0
2578,rvs-isdn-dcp,RVS ISDN DCP,0,0
2579,mpfoncl,mpfoncl,0,0
2580,tributary,Tributary,0,0
2581,argis-te,ARGIS TE,0,0
2582,argis-ds,ARGIS DS,0,0
2583,mon,MON,0,0
2584,cyaserv,cyaserv,0,0
2585,netx-server,NETX Server,0,0
2586,netx-agent,NETX Agent,0,0
2587,masc,MASC,0,0
2588,privilege,Privilege,0,0
2589,quartus-tcl,quartus tcl,0,0
2590,idotdist,idotdist,0,0
2591,maytagshuffle,Maytag Shuffle,0,0
2592,netrek,netrek,0,0
2593,mns-mail,MNS Mail Notice Service,0,0
2594,dts,Data Base Server,0,0
2595,worldfusion1,World Fusion 1,0,0
2596,worldfusion2,World Fusion 2,0,0
2597,homesteadglory,Homestead Glory,0,0
2598,citriximaclient,Citrix MA Client,0,0
2599,snapd,Snap Discovery,0,0
2600,hpstgmgr,HPSTGMGR,0,0
2601,discp-client,discp client,0,1
2602,discp-server,discp server,0,1
2603,servicemeter,Service Meter,0,0
2604,nsc-ccs,NSC CCS,0,1
2605,nsc-posa,NSC POSA,0,1
2606,netmon,Dell Netmon,0,0
2607,connection,Dell Connection,0,1
2608,wag-service,Wag Service,0,1
2609,system-monitor,System Monitor,0,0
2610,versa-tek,VersaTek,0,0
2611,lionhead,LIONHEAD,0,0
2612,qpasa-agent,Qpasa Agent,0,0
2613,smntubootstrap,SMNTUBootstrap,0,0
2614,neveroffline,Never Offline,0,0
2615,firepower,firepower,0,0
2616,appswitch-emp,appswitch-emp,0,0
2617,cmadmin,Clinical Context Managers,0,0
2618,priority-e-com,Priority E-Com,0,0
2619,bruce,bruce,0,0
2620,lpsrecommender,LPSRecommender,0,0
2621,miles-apart,Miles Apart Jukebox Server,0,0
2622,metricadbc,MetricaDBC,0,0
2623,lmdp,LMDP,0,0
2624,aria,Aria,0,0
2625,blwnkl-port,Blwnkl Port,0,0
2626,gbjd816,gbjd816,0,0
2627,moshebeeri,Moshe Beeri,0,0
2628,dict,DICT,0,0
2629,sitaraserver,Sitara Server,0,0
2630,sitaramgmt,Sitara Management,0,0
2631,sitaradir,Sitara Dir,0,0
2632,irdg-post,IRdg Post,0,0
2633,interintelli,InterIntelli,0,0
2634,pk-electronics,PK Electronics,0,0
2635,backburner,Back Burner,0,0
2636,solve,Solve,0,0
2637,imdocsvc,Import Document Service,0,0
2638,sybaseanywhere,Sybase Anywhere,0,1
2639,aminet,AMInet,0,0
2640,ami-control,Alcorn McBride Inc protocol used for device control,0,0
2641,hdl-srv,HDL Server,0,0
2642,tragic,Tragic,0,0
2643,gte-samp,GTE-SAMP,0,0
2644,travsoft-ipx-t,Travsoft IPX Tunnel,0,0
2645,novell-ipx-cmd,Novell IPX CMD,0,0
2646,and-lm,AND License Manager,0,0
2647,syncserver,SyncServer,0,0
2648,upsnotifyprot,Upsnotifyprot,0,0
2649,vpsipport,VPSIPPORT,0,0
2650,eristwoguns,eristwoguns,0,0
2651,ebinsite,EBInSite,0,0
2652,interpathpanel,InterPathPanel,0,0
2653,sonus,Sonus,0,0
2654,corel_vncadmin,Corel VNC Admin,0,0
2655,unglue,UNIX Nt Glue,0,0
2656,kana,Kana,0,0
2657,sns-dispatcher,SNS Dispatcher,0,0
2658,sns-admin,SNS Admin,0,0
2659,sns-query,SNS Query,0,0
2660,gcmonitor,GC Monitor,0,0
2661,olhost,OLHOST,0,0
2662,bintec-capi,BinTec-CAPI,0,0
2663,bintec-tapi,BinTec-TAPI,0,0
2664,patrol-mq-gm,Patrol for MQ GM,0,0
2665,patrol-mq-nm,Patrol for MQ NM,0,0
2666,extensis,extensis,0,0
2667,alarm-clock-s,Alarm Clock Server,0,0
2668,alarm-clock-c,Alarm Clock Client,0,0
2669,toad,TOAD,0,0
2670,tve-announce,TVE Announce,0,0
2671,newlixreg,newlixreg,0,0
2672,nhserver,nhserver,0,0
2673,firstcall42,First Call 42,0,0
2674,ewnn,ewnn,0,0
2675,ttc-etap,TTC ETAP,0,0
2676,simslink,SIMSLink,0,0
2677,gadgetgate1way,Gadget Gate 1 Way,0,0
2678,gadgetgate2way,Gadget Gate 2 Way,0,0
2679,syncserverssl,Sync Server SSL,0,0
2680,pxc-sapxom,pxc-sapxom,0,0
2681,mpnjsomb,mpnjsomb,0,0
2683,ncdloadbalance,NCDLoadBalance,0,0
2684,mpnjsosv,mpnjsosv,0,0
2685,mpnjsocl,mpnjsocl,0,0
2686,mpnjsomg,mpnjsomg,0,0
2687,pq-lic-mgmt,pq-lic-mgmt,0,0
2688,md-cg-http,md-cf-http,0,0
2689,fastlynx,FastLynx,0,0
2690,hp-nnm-data,HP NNM Embedded Database,0,0
2691,itinternet,ITInternet ISM Server,0,0
2692,admins-lms,Admins LMS,0,0
2693,unassigned,Unassigned,0,0
2694,pwrsevent,pwrsevent,0,0
2695,vspread,VSPREAD,0,0
2696,unifyadmin,Unify Admin,0,0
2697,oce-snmp-trap,Oce SNMP Trap Port,0,0
2698,mck-ivpip,MCK-IVPIP,0,0
2699,csoft-plusclnt,Csoft Plus Client,0,0
2700,tqdata,tqdata,0,0
2701,sms-rcinfo,SMS RCINFO,0,1
2702,sms-xfer,SMS XFER,0,1
2703,sms-chat,SMS CHAT,0,0
2704,sms-remctrl,SMS REMCTRL,0,0
2705,sds-admin,SDS Admin,0,0
2706,ncdmirroring,NCD Mirroring,0,0
2707,emcsymapiport,EMCSYMAPIPORT,0,0
2708,banyan-net,Banyan-Net,0,0
2709,supermon,Supermon,0,0
2710,sso-service,SSO Service,0,1
2711,sso-control,SSO Control,0,0
2712,aocp,Axapta Object Communication Protocol,0,0
2713,raventbs,Raven Trinity Broker Service,0,0
2714,raventdm,Raven Trinity Data Mover,0,0
2715,hpstgmgr2,HPSTGMGR2,0,0
2716,inova-ip-disco,Inova IP Disco,0,0
